kode_kecamatan,kode_provinsi,kode_kabupaten,nama_kecamatan
"12","35","09","Ambulu"
"13","35","09","Rambipuji"
"14","35","09","Panti"
"15","35","09","Sukorambi"
"16","35","09","Jenggawah"
"17","35","09","Ajung"
"18","35","09","Tempurejo"
"19","35","09","Kaliwates"
"20","35","09","Patrang"
"21","35","09","Sumbersari"
"22","35","09","Arjasa"
"23","35","09","Mumbulsari"
"24","35","09","Pakusari"
"25","35","09","Jelbuk"
"26","35","09","Mayang"
"27","35","09","Kalisat"
"28","35","09","Ledokombo"
"29","35","09","Sukowono"
"30","35","09","Silo"
"31","35","09","Sumberjambe"
"01","35","10","Pesanggaran"
"02","35","10","Bangorejo"
"03","35","10","Purwoharjo"
"04","35","10","Tegaldlimo"
"05","35","10","Muncar"
"06","35","10","Cluring"
"07","35","10","Gambiran"
"08","35","10","Srono"
"09","35","10","Genteng"
"10","35","10","Glenmore"
"11","35","10","Kalibaru"
"12","35","10","Singojuruh"
"13","35","10","Rogojampi"
"14","35","10","Kabat"
"15","35","10","Glagah"
"16","35","10","Banyuwangi"
"17","35","10","Giri"
"18","35","10","Wongsorejo"
"19","35","10","Songgon"
"20","35","10","Sempu"
"21","35","10","Kalipuro"
"22","35","10","Siliragung"
"23","35","10","Tegalsari"
"24","35","10","Licin"
"25","35","10","Blimbingsari"
"01","35","11","Maesan"
"02","35","11","Tamanan"
"03","35","11","Tlogosari"
"04","35","11","Sukosari"
"05","35","11","Pujer"
"06","35","11","Grujugan"
"07","35","11","Curahdami"
"08","35","11","Tenggarang"
"09","35","11","Wonosari"
"10","35","11","Tapen"
"11","35","11","Bondowoso"
"12","35","11","Wringin"
"13","35","11","Tegalampel"
"14","35","11","Klabang"
"15","35","11","Cermee"
"16","35","11","Prajekan"
"17","35","11","Pakem"
"18","35","11","Sumberwringin"
"19","35","11","Sempol"
"20","35","11","Binakal"
"21","35","11","Taman Krocok"
"22","35","11","Botolinggo"
"23","35","11","Jambesari Darus Sholah"
"01","35","12","Jatibanteng"
"02","35","12","Besuki"
"03","35","12","Suboh"
"04","35","12","Mlandingan"
"05","35","12","Kendit"
"06","35","12","Panarukan"
"07","35","12","Situbondo"
"08","35","12","Panji"
"09","35","12","Mangaran"
"10","35","12","Kapongan"
"11","35","12","Arjasa"
"12","35","12","Jangkar"
"13","35","12","Asembagus"
"14","35","12","Banyuputih"
"15","35","12","Sumbermalang"
"16","35","12","Banyuglugur"
"17","35","12","Bungatan"
"01","35","13","Sukapura"
"02","35","13","Sumber"
"03","35","13","Kuripan"
"04","35","13","Bantaran"
"05","35","13","Leces"
"06","35","13","Banyuanyar"
"07","35","13","Tiris"
"08","35","13","Krucil"
"09","35","13","Gading"
"10","35","13","Pakuniran"
"11","35","13","Kotaanyar"
"12","35","13","Paiton"
"13","35","13","Besuk"
"14","35","13","Kraksaan"
"15","35","13","Krejengan"
"16","35","13","Pajarakan"
"17","35","13","Maron"
"18","35","13","Gending"
"19","35","13","Dringu"
"20","35","13","Tegalsiwalan"
"21","35","13","Sumberasih"
"22","35","13","Wonomerto"
"23","35","13","Tongas"
"24","35","13","Lumbang"
"01","35","14","Purwodadi"
"02","35","14","Tutur"
"03","35","14","Puspo"
"04","35","14","Lumbang"
"05","35","14","Pasrepan"
"06","35","14","Kejayan"
"07","35","14","Wonorejo"
"08","35","14","Purwosari"
"09","35","14","Sukorejo"
"10","35","14","Prigen"
"11","35","14","Pandaan"
"12","35","14","Gempol"
"13","35","14","Beji"
"14","35","14","Bangil"
"15","35","14","Rembang"
"16","35","14","Kraton"
"17","35","14","Pohjentrek"
"18","35","14","Gondangwetan"
"19","35","14","Winongan"
"20","35","14","Grati"
"21","35","14","Nguling"
"22","35","14","Lekok"
"23","35","14","Rejoso"
"24","35","14","Tosari"
"01","35","15","Tarik"
"02","35","15","Prambon"
"03","35","15","Krembung"
"04","35","15","Porong"
"05","35","15","Jabon"
"06","35","15","Tanggulangin"
"07","35","15","Candi"
"08","35","15","Sidoarjo"
"09","35","15","Tulangan"
"10","35","15","Wonoayu"
"11","35","15","Krian"
"12","35","15","Balongbendo"
"13","35","15","Taman"
"14","35","15","Sukodono"
"15","35","15","Buduran"
"16","35","15","Gedangan"
"17","35","15","Sedati"
"18","35","15","Waru"
"01","35","16","Jatirejo"
"02","35","16","Gondang"
"03","35","16","Pacet"
"04","35","16","Trawas"
"05","35","16","Ngoro"
"06","35","16","Pungging"
"07","35","16","Kutorejo"
"08","35","16","Mojosari"
"09","35","16","Dlanggu"
"10","35","16","Bangsal"
"11","35","16","Puri"
"12","35","16","Trowulan"
"13","35","16","Sooko"
"14","35","16","Gedeg"
"15","35","16","Kemlagi"
"16","35","16","Jetis"
"17","35","16","Dawarblandong"
"18","35","16","Mojoanyar"
"01","35","17","Perak"
"02","35","17","Gudo"
"03","35","17","Ngoro"
"04","35","17","Bareng"
"05","35","17","Wonosalam"
"06","35","17","Mojoagung"
"07","35","17","Mojowarno"
"08","35","17","Diwek"
"09","35","17","Jombang"
"10","35","17","Peterongan"
"11","35","17","Sumobito"
"12","35","17","Kesamben"
"13","35","17","Tembelang"
"14","35","17","Ploso"
"15","35","17","Plandaan"
"16","35","17","Kabuh"
"17","35","17","Kudu"
"18","35","17","Bandarkedungmulyo"
"19","35","17","Jogoroto"
"20","35","17","Megaluh"
"21","35","17","Ngusikan"
"01","35","18","Sawahan"
"02","35","18","Ngetos"
"03","35","18","Berbek"
"04","35","18","Loceret"
"05","35","18","Pace"
"06","35","18","Prambon"
"07","35","18","Ngronggot"
"08","35","18","Kertosono"
"09","35","18","Patianrowo"
"10","35","18","Baron"
"11","35","18","Tanjunganom"
"12","35","18","Sukomoro"
"13","35","18","Nganjuk"
"14","35","18","Bagor"
"15","35","18","Wilangan"
"16","35","18","Rejoso"
"17","35","18","Gondang"
"18","35","18","Ngluyu"
"19","35","18","Lengkong"
"20","35","18","Jatikalen"
"01","35","19","Kebonsari"
"02","35","19","Dolopo"
"03","35","19","Geger"
"04","35","19","Dagangan"
"05","35","19","Kare"
"06","35","19","Gemarang"
"07","35","19","Wungu"
"08","35","19","Madiun"
"09","35","19","Jiwan"
"10","35","19","Balerejo"
"11","35","19","Mejayan"
"12","35","19","Saradan"
"13","35","19","Pilangkenceng"
"14","35","19","Sawahan"
"15","35","19","Wonoasri"
"01","35","20","Poncol"
"02","35","20","Parang"
"03","35","20","Lembeyan"
"04","35","20","Takeran"
"05","35","20","Kawedanan"
"06","35","20","Magetan"
"07","35","20","Plaosan"
"08","35","20","Panekan"
"09","35","20","Sukomoro"
"10","35","20","Bendo"
"11","35","20","Maospati"
"12","35","20","Barat"
"13","35","20","Karangrejo"
"14","35","20","Karas"
"15","35","20","Kartoharjo"
"16","35","20","Ngariboyo"
"17","35","20","Nguntoronadi"
"18","35","20","Sidorejo"
"01","35","21","Sine"
"02","35","21","Ngrambe"
"03","35","21","Jogorogo"
"04","35","21","Kendal"
"05","35","21","Geneng"
"06","35","21","Kwadungan"
"07","35","21","Karangjati"
"08","35","21","Padas"
"09","35","21","Ngawi"
"10","35","21","Paron"
"11","35","21","Kedunggalar"
"12","35","21","Widodaren"
"13","35","21","Mantingan"
"14","35","21","Pangkur"
"15","35","21","Bringin"
"16","35","21","Pitu"
"17","35","21","Karanganyar"
"18","35","21","Gerih"
"19","35","21","Kasreman"
"01","35","22","Ngraho"
"02","35","22","Tambakrejo"
"03","35","22","Ngambon"
"04","35","22","Ngasem"
"05","35","22","Bubulan"
"06","35","22","Dander"
"07","35","22","Sugihwaras"
"08","35","22","Kedungadem"
"09","35","22","Kepohbaru"
"10","35","22","Baureno"
"11","35","22","Kanor"
"12","35","22","Sumberrejo"
"13","35","22","Balen"
"14","35","22","Kapas"
"15","35","22","Bojonegoro"
"16","35","22","Kalitidu"
"17","35","22","Malo"
"18","35","22","Purwosari"
"19","35","22","Padangan"
"20","35","22","Kasiman"
"21","35","22","Temayang"
"22","35","22","Margomulyo"
"23","35","22","Trucuk"
"24","35","22","Sukosewu"
"25","35","22","Kedewan"
"26","35","22","Gondang"
"27","35","22","Sekar"
"28","35","22","Gayam"
"01","35","23","Kenduruan"
"02","35","23","Jatirogo"
"03","35","23","Bangilan"
"04","35","23","Bancar"
"05","35","23","Senori"
"06","35","23","Tambakboyo"
"07","35","23","Singgahan"
"08","35","23","Kerek"
"09","35","23","Parengan"
"10","35","23","Montong"
"11","35","23","Soko"
"12","35","23","Jenu"
"13","35","23","Merakurak"
"14","35","23","Rengel"
"15","35","23","Semanding"
"16","35","23","Tuban"
"17","35","23","Plumpang"
"18","35","23","Palang"
"19","35","23","Widang"
"20","35","23","Grabagan"
"01","35","24","Sukorame"
"02","35","24","Bluluk"
"03","35","24","Modo"
"04","35","24","Ngimbang"
"05","35","24","Babat"
"06","35","24","Kedungpring"
"07","35","24","Brondong"
"08","35","24","Laren"
"09","35","24","Sekaran"
"10","35","24","Maduran"
"11","35","24","Sambeng"
"12","35","24","Sugio"
"13","35","24","Pucuk"
"14","35","24","Paciran"
"15","35","24","Solokuro"
"16","35","24","Mantup"
"17","35","24","Sukodadi"
"18","35","24","Karanggeneng"
"19","35","24","Kembangbahu"
"20","35","24","Kalitengah"
"21","35","24","Turi"
"22","35","24","Lamongan"
"23","35","24","Tikung"
"24","35","24","Karangbinangun"
"25","35","24","Deket"
"26","35","24","Glagah"
"27","35","24","Sarirejo"
"01","35","25","Dukun"
"02","35","25","Balongpanggang"
"03","35","25","Panceng"
"04","35","25","Benjeng"
"05","35","25","Duduksampeyan"
"06","35","25","Wringinanom"
"07","35","25","Ujungpangkah"
"08","35","25","Kedamean"
"09","35","25","Sidayu"
"10","35","25","Manyar"
"11","35","25","Cerme"
"12","35","25","Bungah"
"13","35","25","Menganti"
"14","35","25","Kebomas"
"15","35","25","Driyorejo"
"16","35","25","Gresik"
"17","35","25","Sangkapura"
"18","35","25","Tambak"
"01","35","26","Bangkalan"
"02","35","26","Socah"
"03","35","26","Burneh"
"04","35","26","Kamal"
"05","35","26","Arosbaya"
"06","35","26","Geger"
"07","35","26","Klampis"
"08","35","26","Sepulu"
"09","35","26","Tanjung Bumi"
"10","35","26","Kokop"
"11","35","26","Kwanyar"
"12","35","26","Labang"
"13","35","26","Tanah Merah"
"14","35","26","Tragah"
"15","35","26","Blega"
"16","35","26","Modung"
"17","35","26","Konang"
"18","35","26","Galis"
"01","35","27","Sreseh"
"02","35","27","Torjun"
"03","35","27","Sampang"
"04","35","27","Camplong"
"05","35","27","Omben"
"06","35","27","Kedungdung"
"07","35","27","Jrengik"
"08","35","27","Tambelangan"
"09","35","27","Banyuates"
"10","35","27","Robatal"
"11","35","27","Sokobanah"
"12","35","27","Ketapang"
"13","35","27","Pangarengan"
"14","35","27","Karangpenang"
"01","35","28","Tlanakan"
"02","35","28","Pademawu"
"03","35","28","Galis"
"04","35","28","Pamekasan"
"05","35","28","Proppo"
"06","35","28","Palengaan"
"07","35","28","Pegantenan"
"08","35","28","Larangan"
"09","35","28","Pakong"
"10","35","28","Waru"
"11","35","28","Batumarmar"
"12","35","28","Kadur"
"13","35","28","Pasean"
"01","35","29","Kota Sumenep"
"02","35","29","Kalianget"
"03","35","29","Manding"
"04","35","29","Talango"
"05","35","29","Bluto"
"06","35","29","Saronggi"
"07","35","29","Lenteng"
"08","35","29","Giliginting"
"09","35","29","Guluk-Guluk"
"10","35","29","Ganding"
"11","35","29","Pragaan"
"12","35","29","Ambunten"
"13","35","29","Pasongsongan"
"14","35","29","Dasuk"
"15","35","29","Rubaru"
"16","35","29","Batang Batang"
"17","35","29","Batuputih"
"18","35","29","Dungkek"
"19","35","29","Gapura"
"20","35","29","Gayam"
"21","35","29","Nonggunong"
"22","35","29","Ra'as"
"23","35","29","Masalembu"
"24","35","29","Arjasa"
"25","35","29","Sapeken"
"26","35","29","Batuan"
"27","35","29","Kangayan"
"01","35","71","Mojoroto"
"02","35","71","Kota"
"03","35","71","Pesantren"
"01","35","72","Kepanjenkidul"
"02","35","72","Sukorejo"
"03","35","72","Sananwetan"
"01","35","73","Blimbing"
"02","35","73","Klojen"
"03","35","73","Kedungkandang"
"04","35","73","Sukun"
"05","35","73","Lowokwaru"
"01","35","74","Kademangan"
"02","35","74","Wonoasih"
"03","35","74","Mayangan"
"04","35","74","Kanigaran"
"05","35","74","Kedopok"
"01","35","75","Gadingrejo"
"02","35","75","Purworejo"
"03","35","75","Bugul Kidul"
"04","35","75","Panggungrejo"
"01","35","76","Prajuritkulon"
"02","35","76","Magersari"
"03","35","76","Kranggan"
"01","35","77","Kartoharjo"
"02","35","77","Manguharjo"
"03","35","77","Taman"
"01","35","78","Karang Pilang"
"02","35","78","Wonocolo"
"03","35","78","Rungkut"
"04","35","78","Wonokromo"
"05","35","78","Tegalsari"
"06","35","78","Sawahan"
"07","35","78","Genteng"
"08","35","78","Gubeng"
"09","35","78","Sukolilo"
"10","35","78","Tambaksari"
"11","35","78","Simokerto"
"12","35","78","Pabean Cantian"
"13","35","78","Bubutan"
"14","35","78","Tandes"
"15","35","78","Krembangan"
"16","35","78","Semampir"
"17","35","78","Kenjeran"
"18","35","78","Lakarsantri"
"19","35","78","Benowo"
"20","35","78","Wiyung"
"21","35","78","Dukuh Pakis"
"22","35","78","Gayungan"
"23","35","78","Jambangan"
"24","35","78","Tenggilis Mejoyo"
"25","35","78","Gunung Anyar"
"26","35","78","Mulyorejo"
"27","35","78","Sukomanunggal"
"28","35","78","Asem Rowo"
"29","35","78","Bulak"
"30","35","78","Pakal"
"31","35","78","Sambikerep"
"01","35","79","Batu"
"02","35","79","Bumiaji"
"03","35","79","Junrejo"
"01","36","01","Sumur"
"02","36","01","Cimanggu"
"03","36","01","Cibaliung"
"04","36","01","Cikeusik"
"05","36","01","Cigeulis"
"06","36","01","Panimbang"
"07","36","01","Angsana"
"08","36","01","Munjul"
"09","36","01","Pagelaran"
"10","36","01","Bojong"
"11","36","01","Picung"
"12","36","01","Labuan"
"13","36","01","Menes"
"14","36","01","Saketi"
"15","36","01","Cipeucang"
"16","36","01","Jiput"
"17","36","01","Mandalawangi"
"18","36","01","Cimanuk"
"19","36","01","Kaduhejo"
"20","36","01","Banjar"
"21","36","01","Pandeglang"
"22","36","01","Cadasari"
"23","36","01","Cisata"
"24","36","01","Patia"
"25","36","01","Karang Tanjung"
"26","36","01","Cikedal"
"27","36","01","Cibitung"
"28","36","01","Carita"
"29","36","01","Sukaresmi"
"30","36","01","Mekarjaya"
"31","36","01","Sindangresmi"
"32","36","01","Pulosari"
"33","36","01","Koroncong"
"34","36","01","Majasari"
"35","36","01","Sobang"
"01","36","02","Malingping"
"02","36","02","Panggarangan"
"03","36","02","Bayah"
"04","36","02","Cipanas"
"05","36","02","Muncang"
"06","36","02","Leuwidamar"
"07","36","02","Bojongmanik"
"08","36","02","Gunungkencana"
"09","36","02","Banjarsari"
"10","36","02","Cileles"
"11","36","02","Cimarga"
"12","36","02","Sajira"
"13","36","02","Maja"
"14","36","02","Rangkasbitung"
"15","36","02","Warunggunung"
"16","36","02","Cijaku"
"17","36","02","Cikulur"
"18","36","02","Cibadak"
"19","36","02","Cibeber"
"20","36","02","Cilograng"
"21","36","02","Wanasalam"
"22","36","02","Sobang"
"23","36","02","Curugbitung"
"24","36","02","Kalanganyar"
"25","36","02","Lebakgedong"
"26","36","02","Cihara"
"27","36","02","Cirinten"
"28","36","02","Cigemblong"
"01","36","03","Balaraja"
"02","36","03","Jayanti"
"03","36","03","Tigaraksa"
"04","36","03","Jambe"
"05","36","03","Cisoka"
"06","36","03","Kresek"
"07","36","03","Kronjo"
"08","36","03","Mauk"
"09","36","03","Kemiri"
"10","36","03","Sukadiri"
"11","36","03","Rajeg"
"12","36","03","Pasar Kemis"
"13","36","03","Teluknaga"
"14","36","03","Kosambi"
"15","36","03","Pakuhaji"
"16","36","03","Sepatan"
"17","36","03","Curug"
"18","36","03","Cikupa"
"19","36","03","Panongan"
"20","36","03","Legok"
"22","36","03","Pagedangan"
"23","36","03","Cisauk"
"27","36","03","Sukamulya"
"28","36","03","Kelapa Dua"
"29","36","03","Sindang Jaya"
"30","36","03","Sepatan Timur"
"31","36","03","Solear"
"32","36","03","Gunung Kaler"
"33","36","03","Mekar Baru"
"05","36","04","Kramatwatu"
"06","36","04","Waringinkurung"
"07","36","04","Bojonegara"
"08","36","04","Pulo Ampel"
"09","36","04","Ciruas"
"11","36","04","Kragilan"
"12","36","04","Pontang"
"13","36","04","Tirtayasa"
"14","36","04","Tanara"
"15","36","04","Cikande"
"16","36","04","Kibin"
"17","36","04","Carenang"
"18","36","04","Binuang"
"19","36","04","Petir"
"20","36","04","Tunjung Teja"
"22","36","04","Baros"
"23","36","04","Cikeusal"
"24","36","04","Pamarayan"
"25","36","04","Kopo"
"26","36","04","Jawilan"
"27","36","04","Ciomas"
"28","36","04","Pabuaran"
"29","36","04","Padarincang"
"30","36","04","Anyar"
"31","36","04","Cinangka"
"32","36","04","Mancak"
"33","36","04","Gunungsari"
"34","36","04","Bandung"
"35","36","04","Lebak Wangi"
"01","36","71","Tangerang"
"02","36","71","Jatiuwung"
"03","36","71","Batuceper"
"04","36","71","Benda"
"05","36","71","Cipondoh"
"06","36","71","Ciledug"
"07","36","71","Karawaci"
"08","36","71","Periuk"
"09","36","71","Cibodas"
"10","36","71","Neglasari"
"11","36","71","Pinang"
"12","36","71","Karang Tengah"
"13","36","71","Larangan"
"01","36","72","Cibeber"
"02","36","72","Cilegon"
"03","36","72","Pulomerak"
"04","36","72","Ciwandan"
"05","36","72","Jombang"
"06","36","72","Gerogol"
"07","36","72","Purwakarta"
"08","36","72","Citangkil"
"01","36","73","Serang"
"02","36","73","Kasemen"
"03","36","73","Walantaka"
"04","36","73","Curug"
"05","36","73","Cipocok Jaya"
"06","36","73","Taktakan"
"01","36","74","Serpong"
"02","36","74","Serpong Utara"
"03","36","74","Pondok Aren"
"04","36","74","Ciputat"
"05","36","74","Ciputat Timur"
"06","36","74","Pamulang"
"07","36","74","Setu"
"01","51","01","Negara"
"02","51","01","Mendoyo"
"03","51","01","Pekutatan"
"04","51","01","Melaya"
"05","51","01","Jembrana"
"01","51","02","Selemadeg"
"02","51","02","Selemadeg Timur"
"03","51","02","Selemadeg Barat"
"04","51","02","Kerambitan"
"05","51","02","Tabanan"
"06","51","02","Kediri"
"07","51","02","Marga"
"08","51","02","Penebel"
"09","51","02","Baturiti"
"10","51","02","Pupuan"
"01","51","03","Kuta"
"02","51","03","Mengwi"
"03","51","03","Abiansemal"
"04","51","03","Petang"
"05","51","03","Kuta Selatan"
"06","51","03","Kuta Utara"
"01","51","04","Sukawati"
"02","51","04","Blahbatuh"
"03","51","04","Gianyar"
"04","51","04","Tampaksiring"
"05","51","04","Ubud"
"06","51","04","Tegallalang"
"07","51","04","Payangan"
"01","51","05","Nusa Penida"
"02","51","05","Banjarangkan"
"03","51","05","Klungkung"
"04","51","05","Dawan"
"01","51","06","Susut"
"02","51","06","Bangli"
"03","51","06","Tembuku"
"04","51","06","Kintamani"
"01","51","07","Rendang"
"02","51","07","Sidemen"
"03","51","07","Manggis"
"04","51","07","Karangasem"
"05","51","07","Abang"
"06","51","07","Bebandem"
"07","51","07","Selat"
"08","51","07","Kubu"
"01","51","08","Gerokgak"
"02","51","08","Seririt"
"03","51","08","Busungbiu"
"04","51","08","Banjar"
"05","51","08","Sukasada"
"06","51","08","Buleleng"
"07","51","08","Sawan"
"08","51","08","Kubutambahan"
"09","51","08","Tejakula"
"01","51","71","Denpasar Selatan"
"02","51","71","Denpasar Timur"
"03","51","71","Denpasar Barat"
"04","51","71","Denpasar Utara"
"01","52","01","Gerung"
"02","52","01","Kediri"
"03","52","01","Narmada"
"07","52","01","Sekotong"
"08","52","01","Labuapi"
"09","52","01","Gunungsari"
"12","52","01","Lingsar"
"13","52","01","Lembar"
"14","52","01","Batu Layar"
"15","52","01","Kuripan"
"01","52","02","Praya"
"02","52","02","Jonggat"
"03","52","02","Batukliang"
"04","52","02","Pujut"
"05","52","02","Praya Barat"
"06","52","02","Praya Timur"
"07","52","02","Janapria"
"08","52","02","Pringgarata"
"09","52","02","Kopang"
"10","52","02","Praya Tengah"
"11","52","02","Praya Barat Daya"
"12","52","02","Batukliang Utara"
"01","52","03","Keruak"
"02","52","03","Sakra"
"03","52","03","Terara"
"04","52","03","Sikur"
"05","52","03","Masbagik"
"06","52","03","Sukamulia"
"07","52","03","Selong"
"08","52","03","Pringgabaya"
"09","52","03","Aikmel"
"10","52","03","Sambelia"
"11","52","03","Montong Gading"
"12","52","03","Pringgasela"
"13","52","03","Suralaga"
"14","52","03","Wanasaba"
"15","52","03","Sembalun"
"16","52","03","Suwela"
"17","52","03","Labuhan Haji"
"18","52","03","Sakra Timur"
"19","52","03","Sakra Barat"
"20","52","03","Jerowaru"
"21","52","03","Lenek"
"02","52","04","Lunyuk"
"05","52","04","Alas"
"06","52","04","Utan"
"07","52","04","Batu Lanteh"
"08","52","04","Sumbawa"
"09","52","04","Moyo Hilir"
"10","52","04","Moyo Hulu"
"11","52","04","Ropang"
"12","52","04","Lape"
"13","52","04","Plampang"
"14","52","04","Empang"
"17","52","04","Alas Barat"
"18","52","04","Labuhan Badas"
"19","52","04","Labangka"
"20","52","04","Buer"
"21","52","04","Rhee"
"22","52","04","Unter Iwes"
"23","52","04","Moyo Utara"
"24","52","04","Maronge"
"25","52","04","Tarano"
"26","52","04","Lopok"
"27","52","04","Lenangguar"
"28","52","04","Orong Telu"
"29","52","04","Lantung"
"01","52","05","Dompu"
"02","52","05","Kempo"
"03","52","05","Hu'u"
"04","52","05","Kilo"
"05","52","05","Woja"
"06","52","05","Pekat"
"07","52","05","Manggalewa"
"08","52","05","Pajo"
"01","52","06","Monta"
"02","52","06","Bolo"
"03","52","06","Woha"
"04","52","06","Belo"
"05","52","06","Wawo"
"06","52","06","Sape"
"07","52","06","Wera"
"08","52","06","Donggo"
"09","52","06","Sanggar"
"10","52","06","Ambalawi"
"11","52","06","Langgudu"
"12","52","06","Lambu"
"13","52","06","Madapangga"
"14","52","06","Tambora"
"15","52","06","Soromandi"
"16","52","06","Parado"
"17","52","06","Lambitu"
"18","52","06","Palibelo"
"01","52","07","Jereweh"
"02","52","07","Taliwang"
"03","52","07","Seteluk"
"04","52","07","Sekongkang"
"05","52","07","Brang Rea"
"06","52","07","Poto Tano"
"07","52","07","Brang Ene"
"08","52","07","Maluk"
"01","52","08","Tanjung"
"02","52","08","Gangga"
"03","52","08","Kayangan"
"04","52","08","Bayan"
"05","52","08","Pemenang"
"01","52","71","Ampenan"
"02","52","71","Mataram"
"03","52","71","Cakranegara"
"04","52","71","Sekarbela"
"05","52","71","Selaparang"
"06","52","71","Sandubaya"
"01","52","72","Rasanae Barat"
"02","52","72","Rasanae Timur"
"03","52","72","Asakota"
"04","52","72","Raba"
"05","52","72","Mpunda"
"04","53","01","Semau"
"05","53","01","Kupang Barat"
"06","53","01","Kupang Timur"
"07","53","01","Sulamu"
"08","53","01","Kupang Tengah"
"09","53","01","Amarasi"
"10","53","01","Fatuleu"
"11","53","01","Takari"
"12","53","01","Amfoang Selatan"
"13","53","01","Amfoang Utara"
"16","53","01","Nekamese"
"17","53","01","Amarasi Barat"
"18","53","01","Amarasi Selatan"
"19","53","01","Amarasi Timur"
"20","53","01","Amabi Oefeto Timur"
"21","53","01","Amfoang Barat Daya"
"22","53","01","Amfoang Barat Laut"
"23","53","01","Semau Selatan"
"24","53","01","Taebenu"
"25","53","01","Amabi Oefeto"
"26","53","01","Amfoang Timur"
"27","53","01","Fatuleu Barat"
"28","53","01","Fatuleu Tengah"
"30","53","01","Amfoang Tengah"
"01","53","02","Kota Soe"
"02","53","02","Mollo Selatan"
"03","53","02","Mollo Utara"
"04","53","02","Amanuban Timur"
"05","53","02","Amanuban Tengah"
"06","53","02","Amanuban Selatan"
"07","53","02","Amanuban Barat"
"08","53","02","Amanatun Selatan"
"09","53","02","Amanatun Utara"
"10","53","02","KI'E"
"11","53","02","Kuanfatu"
"12","53","02","Fatumnasi"
"13","53","02","Polen"
"14","53","02","Batu Putih"
"15","53","02","Boking"
"16","53","02","Toianas"
"17","53","02","Nunkolo"
"18","53","02","Oenino"
"19","53","02","Kolbano"
"20","53","02","Kot olin"
"21","53","02","Kualin"
"22","53","02","Mollo Barat"
"23","53","02","Kok Baun"
"24","53","02","Noebana"
"25","53","02","Santian"
"26","53","02","Noebeba"
"27","53","02","Kuatnana"
"28","53","02","Fautmolo"
"29","53","02","Fatukopa"
"30","53","02","Mollo Tengah"
"31","53","02","Tobu"
"32","53","02","Nunbena"
"01","53","03","Miomaffo Timur"
"02","53","03","Miomaffo Barat"
"03","53","03","Biboki Selatan"
"04","53","03","Noemuti"
"05","53","03","Kota Kefamenanu"
"06","53","03","Biboki Utara"
"07","53","03","Biboki Anleu"
"08","53","03","Insana"
"09","53","03","Insana Utara"
"10","53","03","Noemuti Timur"
"11","53","03","Miomaffo Tengah"
"12","53","03","Musi"
"13","53","03","Mutis"
"14","53","03","Bikomi Selatan"
"15","53","03","Bikomi Tengah"
"16","53","03","Bikomi Nilulat"
"17","53","03","Bikomi Utara"
"18","53","03","Naibenu"
"19","53","03","Insana Fafinesu"
"20","53","03","Insana Barat"
"21","53","03","Insana Tengah"
"22","53","03","Biboki Tan Pah"
"23","53","03","Biboki Moenleu"
"24","53","03","Biboki Feotleu"
"01","53","04","Lamaknen"
"02","53","04","Tasifeto Timur"
"03","53","04","Raihat"
"04","53","04","Tasifeto Barat"
"05","53","04","Kakuluk Mesak"
"12","53","04","Kota Atambua"
"13","53","04","Raimanuk"
"17","53","04","Lasiolat"
"18","53","04","Lamaknen Selatan"
"21","53","04","Atambua Barat"
"22","53","04","Atambua Selatan"
"23","53","04","Nanaet Duabesi"
"01","53","05","Teluk Mutiara"
"02","53","05","Alor Barat Laut"
"03","53","05","Alor Barat Daya"
"04","53","05","Alor Selatan"
"05","53","05","Alor Timur"
"06","53","05","Pantar"
"07","53","05","Alor Tengah Utara"
"08","53","05","Alor Timur Laut"
"09","53","05","Pantar Barat"
"10","53","05","Kabola"
"11","53","05","Pulau Pura"
"12","53","05","Mataru"
"13","53","05","Pureman"
"14","53","05","Pantar Timur"
"15","53","05","Lembur"
"16","53","05","Pantar Tengah"
"17","53","05","Pantar Barat Laut"
"18","53","05","Abad Selatan"
"01","53","06","Wulanggitang"
"02","53","06","Titehena"
"03","53","06","Larantuka"
"04","53","06","Ile Mandiri"
"05","53","06","Tanjung Bunga"
"06","53","06","Solor Barat"
"07","53","06","Solor Timur"
"08","53","06","Adonara Barat"
"09","53","06","Wotan Ulumando"
"10","53","06","Adonara Timur"
"11","53","06","Kelubagolit"
"12","53","06","Witihama"
"13","53","06","Ile Boleng"
"14","53","06","Demon Pagong"
"15","53","06","Lewolema"
"16","53","06","Ile Bura"
"17","53","06","Adonara"
"18","53","06","Adonara Tengah"
"19","53","06","Solor Selatan"
"01","53","07","Paga"
"02","53","07","Mego"
"03","53","07","Lela"
"04","53","07","Nita"
"05","53","07","Alok"
"06","53","07","Palue"
"07","53","07","Nelle"
"08","53","07","Talibura"
"09","53","07","Waigete"
"10","53","07","Kewapante"
"11","53","07","Bola"
"12","53","07","Magepanda"
"13","53","07","Waiblama"
"14","53","07","Alok Barat"
"15","53","07","Alok Timur"
"16","53","07","Koting"
"17","53","07","Tana Wawo"
"18","53","07","Hewokloang"
"19","53","07","Kangae"
"20","53","07","Doreng"
"21","53","07","Mapitara"
"01","53","08","Nangapanda"
"02","53","08","Pulau Ende"
"03","53","08","Ende"
"04","53","08","Ende Selatan"
"05","53","08","Ndona"
"06","53","08","Detusoko"
"07","53","08","Wewaria"
"08","53","08","Wolowaru"
"09","53","08","Wolojita"
